latitude,longitude,bathrooms,bedrooms,floorAreaSqM,livingRooms,distance_to_tube,distance_to_bus,no_of_bus_1km,saleEstimate_currentPrice
51.5266942,-0.0972957,1.0,1.0,63.0,1.0,0.716041,0.716041,4,591000.0
51.4865228,-0.1122783,1.0,1.0,73.0,1.0,1.801830,0.510717,3,529000.0
51.5676948,-0.0975037,1.0,2.0,72.0,1.0,0.651670,0.301166,2,644000.0
51.6064036,-0.005264,1.0,3.0,92.0,1.0,0.374393,0.374393,1,713000.0
51.5139938,-0.1740818,1.0,2.0,55.0,1.0,0.291162,0.242032,6,643000.0
51.6242666,0.0129575,1.0,3.0,84.0,1.0,1.020270,1.020270,0,488000.0
51.4856926,-0.2800843,3.0,4.0,130.0,1.0,0.704489,0.704489,2,1543000.0
51.5554302,-0.0673609,2.0,3.0,103.0,2.0,0.435663,0.852323,2,686000.0
51.4050535,-0.2350646,1.0,2.0,52.0,1.0,1.517065,1.517065,0,348000.0
51.4832609,-0.1749211,2.0,3.0,97.0,1.0,1.025523,1.025523,0,1266000.0
51.5181221,-0.169506,3.0,4.0,208.0,3.0,0.572627,0.224918,6,2452000.0
51.552294,0.0325415,2.0,4.0,116.0,1.0,0.464452,0.464452,4,987000.0
51.514657,-0.1946739,1.0,1.0,62.0,1.0,1.232809,0.535737,5,820000.0
51.4857589,0.0504477,2.0,2.0,86.0,1.0,1.358118,1.378547,0,419000.0
51.623201,-0.1529181,1.0,2.0,55.0,1.0,1.211921,1.211921,0,354000.0
51.433207,-0.1168932,1.0,2.0,97.0,1.0,1.108850,1.108850,0,503000.0
51.4384556,-0.0550511,2.0,3.0,101.0,1.0,0.153688,0.153688,1,677000.0
51.4608955,-0.1029273,1.0,2.0,86.0,1.0,0.595880,0.595880,3,583000.0
51.5580284,-0.0624179,1.0,2.0,64.0,1.0,0.460485,0.523750,1,467000.0
51.5928435,-0.2180173,2.0,3.0,119.0,3.0,2.020415,1.209816,0,814000.0
51.4852438,-0.0999009,1.0,3.0,54.0,1.0,2.024025,0.518370,2,490000.0
51.5968796,-0.0431217,2.0,2.0,62.0,1.0,1.122554,1.122554,0,395000.0
51.5886492,-0.1656213,1.0,1.0,48.0,1.0,3.229696,0.156128,1,265000.0
51.4722842,-0.1048309,3.0,6.0,299.0,3.0,0.698272,0.698272,1,1727000.0
51.4289456,-0.045054,2.0,4.0,249.0,3.0,0.648875,0.648875,1,1351000.0
51.5991671,-0.1035246,1.0,2.0,74.0,1.0,2.332371,0.475434,1,419000.0
51.4901683,-0.0385321,2.0,2.0,77.0,1.0,0.731010,0.731010,1,601000.0
51.438472,-0.0393092,1.0,1.0,51.0,1.0,0.951512,0.951512,1,299000.0
51.4509,-0.0078183,1.0,3.0,88.0,1.0,1.456677,1.659933,0,520000.0
51.5692298,-0.0091551,1.0,4.0,137.0,1.0,0.101692,0.101692,1,744000.0
51.5205348,-0.149618,5.0,5.0,78.0,7.0,0.614375,0.381614,7,1921000.0
51.6303195,-0.1530238,1.0,2.0,69.0,1.0,1.210594,1.210594,0,400000.0
51.4084306,-0.1280338,3.0,4.0,142.0,2.0,1.887604,1.887604,0,683000.0
51.4602383,-0.0826308,1.0,2.0,71.0,1.0,1.006596,1.006596,0,698000.0
51.5376093,-0.0555553,2.0,4.0,153.0,2.0,0.472516,0.624225,1,1453000.0
51.5008655,-0.316023,1.0,2.0,90.0,2.0,1.467111,0.237331,3,814000.0
51.5553661,0.0134639,1.0,3.0,93.0,1.0,0.948507,0.948507,3,717000.0
51.5795436,0.0287917,3.0,4.0,306.0,3.0,2.273148,0.450000,2,2498000.0
51.4689101,-0.0278826,2.0,2.0,81.0,1.0,0.711852,0.711852,4,503000.0
51.4918121,-0.0362719,2.0,2.0,71.0,1.0,0.814906,0.814906,1,578000.0
51.4627749,0.032289,1.0,2.0,74.0,1.0,2.586516,2.586516,0,479000.0
51.440986,-0.0023067,1.0,3.0,85.0,2.0,1.478703,2.037697,0,534000.0
51.4679612,-0.2073652,1.0,1.0,52.0,1.0,1.873675,0.100272,2,562000.0
51.5981843,0.0267631,1.0,1.0,50.0,1.0,2.180034,0.699355,1,308000.0
51.6187677,-0.0254224,1.0,3.0,90.0,1.0,2.092501,2.092501,0,639000.0
51.5770997,-0.0149313,1.0,1.0,51.0,1.0,0.707865,0.707865,2,356000.0
51.5269364,-0.0195935,1.0,1.0,44.0,1.0,0.120585,0.120585,4,324000.0
51.5853017,-0.0267144,1.0,3.0,121.0,2.0,0.437254,0.567052,2,728000.0
51.4887891,-0.178244,2.0,3.0,132.0,2.0,1.180017,0.674092,2,2127000.0
51.5206701,-0.0671317,1.0,1.0,48.0,1.0,0.542681,0.542681,5,420000.0
51.5308904,-0.0871434,1.0,1.0,56.0,1.0,0.577391,0.577391,2,420000.0
51.4405943,-0.1334535,1.0,2.0,69.0,1.0,1.299496,1.299496,0,635000.0
51.4069229,-0.0843154,1.0,1.0,56.0,1.0,1.277350,1.277350,0,341000.0
51.4801753,-0.0897303,1.0,1.0,50.0,1.0,1.322922,1.322922,0,398000.0
51.4919733,-0.0952121,2.0,3.0,122.0,2.0,1.551841,0.499868,2,1296000.0
51.4391944,-0.0373358,1.0,2.0,103.0,1.0,0.973898,1.086716,0,482000.0
51.5517078,-0.0381351,2.0,3.0,122.0,1.0,0.588940,1.343042,0,1029000.0
51.5122256,0.0060573,1.0,1.0,59.0,1.0,0.253493,0.253493,5,434000.0
51.4741354,-0.114791,1.0,2.0,61.0,1.0,1.240946,0.602054,2,557000.0
51.5615234,0.0334147,1.0,3.0,87.0,1.0,1.205858,1.205858,0,627000.0
51.5183592,-0.0929443,3.0,3.0,112.0,1.0,0.335500,0.335500,10,1733000.0
51.5888048,-0.1775271,1.0,2.0,91.0,1.0,3.682132,0.892315,1,751000.0
51.6337638,-0.0023874,3.0,4.0,256.0,2.0,0.864147,0.864147,1,1292000.0
51.5996376,-0.064634,1.0,3.0,110.0,1.0,0.723161,0.723161,2,572000.0
51.4904811,0.1166987,1.0,1.0,47.0,1.0,0.321350,0.321350,1,269000.0
51.6254352,-0.2486915,2.0,4.0,139.0,3.0,1.354149,1.354149,0,1003000.0
51.5904831,-0.1413341,2.0,2.0,96.0,1.0,2.632733,1.454265,0,854000.0
51.6175408,-0.1483297,1.0,3.0,77.0,1.0,0.519611,0.519611,1,444000.0
51.4793462,-0.0839729,1.0,2.0,68.0,1.0,1.284523,1.284523,0,577000.0
51.556335,-0.0758915,2.0,3.0,115.0,1.0,0.588457,0.902931,2,755000.0
51.5286724,-0.1252113,1.0,2.0,55.0,1.0,0.377810,0.377810,4,654000.0
51.4649841,-0.1505703,1.0,4.0,88.0,1.0,1.007404,0.974823,1,614000.0
51.4245142,-0.1318792,2.0,2.0,69.0,1.0,0.134360,0.134360,1,465000.0
51.5996739,-0.2522842,2.0,3.0,99.0,1.0,1.524981,0.489297,2,532000.0
51.4923401,-0.1649068,1.0,1.0,32.0,1.0,1.611285,0.590591,2,564000.0
51.5247246,0.0617604,1.0,3.0,97.0,2.0,1.159515,1.159515,0,404000.0
51.4885887,0.0637409,1.0,2.0,86.0,1.0,0.408351,0.408351,2,462000.0
51.4125922,-0.0648345,1.0,2.0,69.0,1.0,0.040573,0.040573,3,343000.0
51.576911,0.0203328,2.0,2.0,95.0,1.0,1.707190,0.425582,2,725000.0
51.6201681,-0.0146281,2.0,5.0,100.0,1.0,1.663496,1.663496,0,598000.0
51.4435367,-0.2097034,1.0,3.0,82.0,1.0,2.492949,0.274490,1,456000.0
51.4434665,-0.0011624,1.0,3.0,113.0,2.0,1.716568,2.319091,0,655000.0
51.5404829,-0.0902886,3.0,4.0,145.0,1.0,0.927493,0.927493,1,1361000.0
51.6033278,-0.2413305,2.0,2.0,78.0,1.0,1.234388,1.056700,0,462000.0
51.4597089,-0.1882402,3.0,3.0,166.0,2.0,1.395395,1.395395,0,1418000.0
51.4933201,-0.2590443,1.0,1.0,42.0,1.0,1.037934,0.369539,3,381000.0
51.453128,-0.0013451,1.0,1.0,57.0,1.0,1.606061,1.606061,0,342000.0
51.4300405,-0.0979045,1.0,2.0,71.0,2.0,1.192630,1.192630,0,460000.0
51.4440946,-0.1432113,1.0,3.0,137.0,2.0,0.614335,0.614335,1,1321000.0
51.4826594,-0.029968,1.0,2.0,84.0,1.0,0.480646,0.698319,1,349000.0
51.4552606,-0.0333363,1.0,2.0,73.0,1.0,0.229399,0.229399,2,606000.0
51.5848775,-0.1766758,1.0,3.0,115.0,1.0,3.387028,0.862801,1,640000.0
51.5142573,0.0519915,1.0,1.0,40.0,1.0,0.588962,0.588962,3,243000.0
51.4921168,-0.1834845,1.0,2.0,73.0,1.0,0.991813,0.260471,4,1408000.0
51.6093197,-0.0154914,2.0,4.0,138.0,2.0,1.043274,1.043274,0,637000.0
51.5913749,-0.1021165,1.0,2.0,77.0,1.0,1.593616,0.139339,2,437000.0
51.5872136,0.0230991,1.0,3.0,77.0,1.0,1.739631,0.598235,2,504000.0
51.468729,-0.1508221,2.0,1.0,60.0,1.0,0.878962,0.878962,1,758000.0
51.5774564,-0.127967,3.0,6.0,254.0,3.0,1.028122,1.028122,0,2753000.0
51.540309,-0.1207096,2.0,2.0,90.0,1.0,0.496885,0.496885,2,615000.0
51.5891155,-0.0412752,2.0,2.0,76.0,1.0,0.255860,0.255860,1,516000.0
51.5357515,0.0436717,1.0,3.0,110.0,2.0,1.504369,0.583406,2,459000.0
51.4373901,-0.1119587,2.0,4.0,160.0,2.0,0.557391,0.557391,1,1150000.0
51.4877907,-0.1421148,1.0,1.0,47.0,1.0,1.003916,0.551482,2,418000.0
51.4544536,-0.1557024,3.0,5.0,207.0,1.0,1.317169,0.594252,1,1903000.0
51.5310172,-0.0953561,1.0,1.0,70.0,1.0,0.823653,0.737702,2,237000.0
51.4617624,-0.2694525,1.0,3.0,111.0,2.0,2.027086,2.027086,0,1268000.0
51.5856621,-0.113657,1.0,1.0,35.0,1.0,1.429918,0.917363,1,389000.0
51.6245946,-0.1217802,1.0,4.0,221.0,2.0,1.880599,0.947445,1,1120000.0
51.4590255,0.0605825,2.0,4.0,108.0,1.0,3.518111,3.518111,0,639000.0
51.5829525,-0.0709289,1.0,3.0,137.0,2.0,0.219930,0.219930,4,762000.0
51.4745722,-0.2485347,1.0,2.0,88.0,1.0,2.529732,2.274045,0,789000.0
51.4238818,-0.051484,1.0,2.0,64.0,1.0,0.459807,0.459807,2,417000.0
51.3951362,-0.0816861,1.0,3.0,90.0,1.0,0.532796,0.532796,1,548000.0
51.5602171,-0.0994169,2.0,2.0,79.0,1.0,0.642071,0.589826,2,885000.0
51.41945,-0.1406719,1.0,2.0,86.0,2.0,0.942584,0.942584,1,565000.0
51.501867,0.0946042,2.0,2.0,63.0,1.0,1.522624,1.522624,0,259000.0
51.3943885,-0.0739406,3.0,4.0,154.0,2.0,0.308922,0.308922,1,734000.0
51.4843866,-0.2506895,3.0,4.0,134.0,1.0,1.893038,1.210134,0,1555000.0
51.463873,-0.2772188,1.0,2.0,70.0,1.0,1.581012,1.581012,0,819000.0
51.4787383,-0.2117385,1.0,3.0,110.0,2.0,1.466021,0.827054,1,1205000.0
51.5077035,-0.233099,2.0,5.0,159.0,1.0,1.086915,0.771206,2,1538000.0
51.5782417,-0.0128032,1.0,3.0,127.0,2.0,0.688047,0.688047,1,846000.0
51.4910342,-0.2608658,3.0,5.0,289.0,3.0,1.021815,0.630182,2,3575000.0
51.5619914,-0.0011182,1.0,3.0,104.0,1.0,0.692158,0.673588,4,749000.0
51.5772467,-0.0684714,1.0,3.0,117.0,1.0,0.445085,0.445085,3,1093000.0
51.6297754,-0.173727,1.0,1.0,57.0,1.0,1.013298,0.379661,1,444000.0
51.4749848,-0.0751988,2.0,3.0,189.0,1.0,0.648781,0.648781,1,823000.0
51.4792651,-0.0550293,1.0,1.0,54.0,1.0,0.628889,0.628889,1,224000.0
51.3903316,-0.060815,1.0,3.0,90.0,2.0,1.173428,0.176627,3,500000.0
51.4240575,-0.088343,1.0,2.0,89.0,1.0,1.336501,1.336501,0,518000.0
51.601354,-0.1555326,1.0,1.0,74.0,1.0,1.657177,1.657177,0,359000.0
51.5339463,0.0605043,2.0,3.0,108.0,2.0,1.500722,0.851148,1,476000.0
51.4473397,-0.0490466,2.0,4.0,223.0,1.0,0.430961,0.430961,2,1483000.0
51.554436,-0.1342062,1.0,1.0,59.0,1.0,0.596375,0.387981,2,374000.0
51.5527496,-0.0477698,1.0,4.0,150.0,2.0,0.724647,0.858103,1,1406000.0
51.429495,-0.1549091,1.0,2.0,72.0,1.0,1.164719,0.765867,2,629000.0
51.4943582,-0.1298473,1.0,2.0,65.0,1.0,0.935023,0.632476,5,528000.0
51.4945483,-0.1692552,4.0,4.0,280.0,3.0,1.850865,0.284124,3,4928000.0
51.5813037,-0.126523,1.0,1.0,53.0,1.0,1.284498,1.284498,0,397000.0
51.4709835,-0.2715372,2.0,2.0,84.0,1.0,1.155305,1.155305,0,501000.0
51.4505018,-0.1197942,1.0,2.0,95.0,1.0,1.264819,1.264819,0,781000.0
51.5640869,-0.0164934,1.0,2.0,71.0,1.0,0.863216,0.863216,1,543000.0
51.4736626,-0.0233288,2.0,3.0,75.0,1.0,0.097916,0.097916,4,501000.0
51.592288,-0.1136921,1.0,1.0,61.0,1.0,1.991601,0.639592,2,546000.0
51.5319398,0.0456638,1.0,3.0,89.0,1.0,1.928183,0.812665,2,438000.0
51.5176262,-0.1510764,1.0,1.0,39.0,1.0,0.469931,0.469931,6,635000.0
51.4893955,0.094522,1.0,2.0,93.0,1.0,0.656896,0.656896,1,421000.0
51.4339271,-0.0209009,1.0,3.0,94.0,1.0,0.149190,1.063691,0,458000.0
51.4671114,-0.1947573,3.0,4.0,127.0,1.0,1.237981,0.976341,1,1371000.0
51.5401852,-0.1474219,2.0,3.0,132.0,2.0,0.628935,0.362596,5,1436000.0
51.4544035,-0.2046433,3.0,5.0,280.0,3.0,2.674081,0.691949,1,2413000.0
51.5593431,-0.1792313,3.0,3.0,169.0,1.0,1.085486,0.326363,1,1856000.0
51.5825229,-0.0213638,2.0,2.0,90.0,1.0,0.125511,0.125511,2,594000.0
51.4022858,-0.2308157,1.0,3.0,118.0,2.0,1.398602,1.398602,0,878000.0
51.537322,-0.0545005,1.0,4.0,153.0,2.0,0.529691,0.612350,1,1567000.0
51.5654627,-0.2589811,1.0,1.0,49.0,1.0,2.141605,1.424230,0,290000.0
51.6072161,-0.104128,1.0,2.0,68.0,1.0,2.303754,1.147965,0,418000.0
51.4367757,0.0457825,2.0,4.0,147.0,2.0,4.073657,4.073657,0,676000.0
51.4742427,-0.1013801,2.0,3.0,96.0,1.0,0.892311,0.892311,1,889000.0
51.4135636,-0.2507664,1.0,3.0,106.0,2.0,2.554399,2.554399,0,730000.0
51.5936949,-0.1683156,1.0,1.0,52.0,1.0,2.859586,0.747165,1,282000.0
51.5814053,0.0282539,1.0,3.0,99.0,2.0,2.182105,0.477755,2,832000.0
51.4946337,-0.0773676,2.0,3.0,155.0,1.0,1.292640,1.011066,0,1289000.0
51.4553509,-0.153867,2.0,6.0,287.0,1.0,1.396611,0.518968,1,2986000.0
51.5336433,-0.2316472,2.0,4.0,173.0,2.0,0.582674,0.582674,3,1343000.0
51.6240659,-0.0212626,1.0,3.0,93.0,2.0,2.286043,2.286043,0,580000.0
51.5507721,-0.0424162,1.0,5.0,127.0,2.0,0.404097,1.037595,0,1310000.0
51.4859156,-0.0375192,1.0,2.0,65.0,1.0,1.073379,1.073379,0,347000.0
51.4860631,0.103343,1.0,3.0,111.0,1.0,1.325044,1.325044,0,475000.0
51.4592546,-0.2628393,2.0,5.0,158.0,1.0,2.516616,2.516616,0,1416000.0
51.5603652,-0.1978607,1.0,2.0,77.0,1.0,1.080097,1.080097,0,507000.0
51.5015053,-0.3123541,2.0,3.0,124.0,1.0,1.498044,0.226475,2,821000.0
51.5412382,-0.0471806,1.0,3.0,140.0,1.0,0.733348,0.901330,1,1171000.0
51.5720197,-0.0181685,1.0,4.0,142.0,2.0,0.751385,0.751385,1,852000.0
51.5981408,0.0167548,1.0,3.0,95.0,2.0,1.623456,1.007580,0,662000.0
51.3903191,-0.0627704,1.0,3.0,101.0,2.0,1.121592,0.298915,3,583000.0
51.5083321,0.0193009,2.0,2.0,75.0,1.0,0.136573,0.128387,5,492000.0
51.5299042,-0.2139579,1.0,3.0,100.0,1.0,0.646996,0.646996,3,988000.0
51.5788454,-0.0086346,1.0,3.0,96.0,2.0,0.873777,0.873777,1,737000.0
51.4235081,-0.1104595,1.0,2.0,96.0,1.0,1.477844,1.477844,0,448000.0
51.4901424,-0.2053576,2.0,4.0,122.0,2.0,0.808810,0.095237,5,759000.0
51.5765136,0.0360317,3.0,4.0,150.0,3.0,2.390502,0.530718,2,874000.0
51.6229043,-0.0211686,1.0,4.0,152.0,2.0,2.182616,2.182616,0,651000.0
51.4514075,-0.0400649,1.0,2.0,82.0,1.0,0.375700,0.375700,2,561000.0
51.4419355,-0.1155557,1.0,3.0,166.0,1.0,0.772523,0.772523,1,524000.0
51.4443824,-0.0340626,1.0,3.0,103.0,1.0,0.547318,1.024181,0,542000.0
51.526101,-0.0459399,1.0,2.0,91.0,1.0,1.000873,0.488515,3,970000.0
51.449875,-0.2119594,1.0,1.0,49.0,1.0,3.175723,0.650439,1,351000.0
51.4419594,-0.0056027,1.0,3.0,87.0,1.0,1.379440,2.041049,0,506000.0
51.5811223,-0.115981,1.0,3.0,122.0,2.0,1.060933,1.060933,0,1229000.0
51.5945673,0.0268764,1.0,4.0,151.0,2.0,2.175087,0.297747,1,972000.0
51.4676633,-0.1233652,4.0,4.0,172.0,2.0,0.662396,0.464232,3,1510000.0
51.4204758,-0.1031198,1.0,2.0,80.0,1.0,2.050531,2.050531,0,423000.0
51.5363651,0.0430359,2.0,3.0,141.0,1.0,1.438866,0.549594,2,635000.0
51.5490237,0.0276938,1.0,2.0,64.0,1.0,0.273139,0.273139,2,439000.0
51.4137735,-0.1331797,1.0,3.0,99.0,1.0,1.331043,1.331043,0,578000.0
51.5405012,-0.0634791,2.0,2.0,77.0,1.0,0.413838,0.888605,2,554000.0
51.4336608,-0.1143568,2.0,4.0,220.0,3.0,0.947199,0.947199,1,845000.0
51.4562674,-0.0072104,1.0,2.0,82.0,1.0,1.106528,1.106528,0,627000.0
51.4432308,-0.1482973,2.0,2.0,188.0,2.0,0.249698,0.249698,1,1650000.0
51.4591831,-0.1177533,1.0,2.0,60.0,1.0,1.227160,0.444593,1,440000.0
51.4654543,0.049549,1.0,3.0,107.0,2.0,2.693633,3.022395,0,552000.0
51.449964,-0.2404379,1.0,1.0,55.0,1.0,4.001312,2.283840,0,337000.0
51.4930397,-0.2137144,1.0,2.0,70.0,1.0,0.567504,0.302072,4,1943000.0
51.4669925,-0.2510132,1.0,2.0,86.0,2.0,2.605048,2.605048,0,838000.0
51.453517,-0.2416975,2.0,2.0,103.0,1.0,3.987466,2.218913,0,803000.0
51.4279868,0.0304145,1.0,3.0,96.0,2.0,3.044714,3.044714,0,498000.0
51.5981589,-0.1547812,2.0,2.0,72.0,1.0,1.948404,1.389495,0,813000.0
51.4350207,-0.1752897,1.0,1.0,51.0,1.0,1.422140,0.941334,1,354000.0
51.4707357,-0.0975085,1.0,1.0,68.0,1.0,0.594812,0.594812,2,373000.0
51.607739,-0.0044689,1.0,1.0,70.0,1.0,0.274387,0.274387,1,341000.0
51.6054904,-0.1288221,1.0,3.0,133.0,2.0,1.380800,0.360701,1,1013000.0
51.5076451,-0.1071863,1.0,2.0,83.0,1.0,0.470004,0.436708,5,1205000.0
51.4700505,-0.1645338,1.0,2.0,74.0,1.0,0.699667,0.699667,1,676000.0
51.4535006,-0.1897814,1.0,3.0,79.0,1.0,1.862364,1.495680,0,415000.0
51.466321,-0.2657528,1.0,2.0,88.0,2.0,1.796300,1.796300,0,920000.0
51.5991676,0.0140423,2.0,2.0,84.0,1.0,1.408990,1.222958,0,419000.0
51.4686187,0.037041,1.0,3.0,97.0,1.0,2.056226,2.181612,0,453000.0
51.596178,-0.112774,1.0,1.0,53.0,1.0,2.337444,0.249966,2,299000.0
51.5837978,-0.0912599,2.0,4.0,100.0,1.0,0.860537,0.860537,1,488000.0
51.4823941,0.1232952,1.0,3.0,78.0,1.0,0.945847,0.945847,1,309000.0
51.5275079,-0.0738919,1.0,3.0,104.0,1.0,0.472061,0.472061,3,1031000.0
51.4385488,-0.0187299,1.0,1.0,56.0,1.0,0.619299,1.536072,0,334000.0
51.4803538,0.0339632,1.0,3.0,90.0,1.0,0.738059,1.183505,0,251000.0
51.4722737,-0.0268303,1.0,3.0,130.0,3.0,0.382629,0.382629,3,751000.0
51.4434444,-0.1919634,1.0,2.0,72.0,1.0,2.030952,1.030546,0,436000.0
51.426655,-0.1148897,2.0,3.0,113.0,2.0,1.155377,1.155377,0,644000.0
51.5799265,-0.0942943,1.0,3.0,114.0,2.0,0.388849,0.388849,1,897000.0
51.5356002,-0.2272455,1.0,3.0,151.0,2.0,0.522764,0.522764,2,1252000.0
51.5383757,-0.0961882,2.0,2.0,79.0,1.0,1.073309,0.995435,1,512000.0
51.4496177,-0.1732107,2.0,4.0,183.0,1.0,1.660498,1.660498,0,1532000.0
51.5934222,-0.1759476,1.0,2.0,65.0,1.0,3.228566,1.023807,0,436000.0
51.5999584,-0.1298435,2.0,4.0,165.0,2.0,1.825473,0.896039,1,1401000.0
51.4973747,0.0852924,2.0,3.0,95.0,1.0,0.871692,0.871692,1,427000.0
51.4583016,-0.1613773,2.0,5.0,174.0,1.0,0.913034,0.913034,1,1655000.0
51.5361855,-0.1837916,2.0,2.0,76.0,1.0,0.555807,0.555807,3,1028000.0
51.4299736,0.0685106,1.0,3.0,124.0,2.0,3.700346,3.700346,0,660000.0
51.4529886,-0.0643072,1.0,3.0,106.0,1.0,1.351884,1.351884,0,939000.0
51.5064028,-0.2279473,2.0,4.0,193.0,1.0,0.712270,0.496615,3,1880000.0
51.4815101,0.1264227,1.0,2.0,63.0,2.0,1.093019,1.093019,0,286000.0
51.4573028,-0.0652475,1.0,3.0,77.0,1.0,1.387785,1.387785,0,495000.0
51.514136,0.0419405,1.0,1.0,50.0,1.0,0.721501,0.721501,1,347000.0
51.5209802,-0.1442233,1.0,2.0,56.0,1.0,0.904077,0.304297,8,863000.0
51.5125245,-0.1440627,1.0,2.0,77.0,1.0,0.388188,0.388188,4,1767000.0
51.5166149,-0.1622589,2.0,3.0,140.0,1.0,0.726503,0.422258,6,2091000.0
51.5778614,-0.0275704,2.0,3.0,111.0,3.0,0.481050,0.481050,2,775000.0
51.4968159,-0.1345298,2.0,2.0,113.0,1.0,0.570223,0.309772,4,1321000.0
51.4885045,0.1141007,1.0,1.0,59.0,1.0,0.561129,0.561129,1,227000.0
51.5816691,-0.1203607,2.0,3.0,112.0,1.0,1.152928,1.152928,0,971000.0
51.5525339,-0.0667767,1.0,2.0,64.0,1.0,0.570674,0.570674,4,310000.0
51.4829966,0.0291372,3.0,3.0,123.0,1.0,0.430438,0.778852,1,627000.0
51.6333778,-0.1775374,2.0,2.0,91.0,1.0,0.915772,0.336374,2,547000.0
51.4365693,-0.0347001,1.0,3.0,96.0,1.0,1.062705,1.297609,0,355000.0
51.584714,0.0282857,1.0,3.0,94.0,2.0,2.111392,0.652178,2,790000.0
51.453368,-0.2098511,1.0,2.0,66.0,1.0,3.049981,0.653687,2,403000.0
51.5833484,-0.0011053,2.0,4.0,110.0,1.0,0.398261,0.398261,1,800000.0
51.5148665,-0.2002923,2.0,3.0,178.0,2.0,1.574160,0.696080,6,3569000.0
51.4594943,-0.2082295,2.0,2.0,74.0,1.0,2.492358,0.194660,2,757000.0
51.5940654,-0.0637303,1.0,2.0,80.0,1.0,0.441040,0.441040,2,561000.0
51.483497,-0.0013567,1.0,2.0,68.0,1.0,0.306133,0.655039,2,378000.0
51.5144173,-0.1956404,4.0,4.0,292.0,3.0,1.302393,0.583500,5,4971000.0
51.5890628,-0.1148732,2.0,2.0,84.0,1.0,1.755553,0.862485,1,552000.0
51.6240378,0.0089888,1.0,3.0,102.0,1.0,1.029476,1.029476,0,585000.0
51.5002533,-0.2574631,2.0,4.0,153.0,1.0,0.848240,0.605338,4,1615000.0
51.4620004,-0.0774726,2.0,4.0,137.0,2.0,1.027806,1.027806,0,923000.0
51.4978578,-0.0847959,1.0,1.0,33.0,1.0,0.780692,0.699010,2,269000.0
51.5745804,-0.2406629,1.0,3.0,88.0,1.0,0.632410,0.632410,1,561000.0
51.5960532,-0.0779686,1.0,3.0,123.0,2.0,0.617344,0.617344,1,758000.0
51.5117726,0.1288123,1.0,3.0,82.0,1.0,1.239215,1.239215,0,393000.0
51.5731597,-0.1084597,1.0,2.0,73.0,1.0,0.580791,0.580791,4,677000.0
51.5428986,-0.1667375,2.0,3.0,138.0,1.0,0.827569,0.570713,3,747000.0
51.4518331,0.0012899,2.0,4.0,128.0,1.0,1.826524,1.826524,0,832000.0
51.4874171,-0.2535826,1.0,2.0,76.0,1.0,1.587875,0.859060,2,482000.0
51.4446676,0.0158856,1.0,1.0,48.0,1.0,2.766235,3.079454,0,265000.0
51.5719306,-0.1509513,3.0,4.0,228.0,2.0,1.730514,0.731222,1,2455000.0
51.4395047,0.0498636,2.0,2.0,65.0,1.0,4.390363,4.390363,0,317000.0
51.5904831,-0.1413341,2.0,2.0,106.0,1.0,2.632733,1.454265,0,938000.0
51.4375859,-0.0352608,1.0,3.0,100.0,2.0,0.994969,1.240305,0,675000.0
51.4701755,-0.2491782,1.0,2.0,95.0,1.0,2.590770,2.590770,0,897000.0
51.4659893,-0.2243449,1.0,3.0,140.0,1.0,3.039446,1.110661,0,1554000.0
51.5006369,0.0367463,1.0,1.0,52.0,1.0,0.309969,0.969969,2,327000.0
51.4934117,-0.2670575,1.0,1.0,50.0,1.0,0.633842,0.149130,4,471000.0
51.5659905,-0.0057187,1.0,3.0,110.0,2.0,0.444152,0.444152,2,808000.0
51.5495019,-0.1287396,1.0,2.0,44.0,1.0,0.783046,0.738036,2,430000.0
51.5842408,-0.0650716,1.0,1.0,48.0,1.0,0.481677,0.481677,3,297000.0
51.4164839,-0.1413388,1.0,3.0,94.0,1.0,1.231478,1.231478,0,614000.0
51.5534953,-0.1074864,1.0,1.0,64.0,1.0,0.782820,0.394069,4,490000.0
51.4980781,-0.2690719,2.0,4.0,161.0,2.0,0.205613,0.205613,4,1388000.0
51.5987639,-0.1942757,1.0,2.0,79.0,1.0,3.716157,0.277015,1,539000.0
51.5831856,-0.1151163,1.0,3.0,109.0,2.0,1.293219,1.165099,0,779000.0
51.5922798,-0.0785618,1.0,1.0,56.0,1.0,0.603312,0.603312,1,365000.0
51.6199091,-0.1273766,2.0,4.0,239.0,1.0,1.266284,0.568684,1,1264000.0
51.4109997,-0.0577261,1.0,2.0,71.0,1.0,0.555605,0.555605,2,442000.0
51.5277002,-0.1730286,2.0,2.0,64.0,1.0,0.862086,0.760989,5,1713000.0
51.4989101,-0.1412591,3.0,4.0,249.0,3.0,0.255788,0.255788,4,4629000.0
51.4672169,-0.0091091,1.0,2.0,83.0,1.0,0.372135,0.372135,2,382000.0
51.4943495,-0.0352839,2.0,2.0,76.0,1.0,0.872853,0.872853,1,541000.0
51.407816,-0.2207863,2.0,4.0,144.0,1.0,0.483184,0.483184,1,956000.0
51.4914777,0.1127977,1.0,1.0,51.0,1.0,0.593998,0.593998,1,229000.0
51.6266988,-0.1156106,1.0,4.0,137.0,2.0,2.361309,1.044815,0,1143000.0
51.4815272,0.0894516,1.0,2.0,95.0,1.0,0.941645,0.941645,1,451000.0
51.4550999,-0.0750996,2.0,4.0,148.0,1.0,1.697235,1.697235,0,1039000.0
