latitude,longitude,bathrooms,bedrooms,floorAreaSqM,livingRooms,distance_to_tube,distance_to_bus,no_of_bus_1km,saleEstimate_currentPrice
51.5785079,-0.1251095,3.0,5.0,166.0,1.0,0.973973,0.973973,1,1405000.0
51.6039262,-0.1549807,1.0,2.0,65.0,1.0,1.397023,1.397023,0,389000.0
51.4888573,-0.1925305,1.0,1.0,56.0,1.0,0.285118,0.285118,5,692000.0
51.4408815,0.0675216,1.0,3.0,114.0,2.0,4.794649,4.794649,0,686000.0
51.5541909,-0.0833387,1.0,2.0,66.0,1.0,0.820715,0.820715,2,568000.0
51.4814937,-0.0344543,2.0,2.0,77.0,1.0,0.544696,0.544696,2,511000.0
51.5869976,0.0350711,1.0,2.0,59.0,1.0,2.566396,0.763658,1,301000.0
51.4302967,-0.1204654,1.0,3.0,102.0,2.0,0.919270,0.919270,1,606000.0
51.5279993,-0.1645395,6.0,6.0,335.0,3.0,0.551949,0.551949,5,3937000.0
51.4986337,-0.1937861,2.0,4.0,178.0,2.0,1.123812,0.277783,3,2701000.0
51.4745853,-0.1555247,1.0,3.0,104.0,1.0,1.309674,0.964393,1,619000.0
51.5734153,-0.0942231,1.0,1.0,56.0,1.0,0.501323,0.378174,2,124000.0
51.485966,0.0096852,2.0,3.0,92.0,1.0,0.588971,0.610659,1,580000.0
51.5199145,-0.090155,1.0,1.0,59.0,1.0,0.207864,0.207864,7,708000.0
51.5550841,-0.0497184,1.0,4.0,140.0,2.0,0.876659,0.876659,2,1227000.0
51.4489422,-0.1477928,1.0,2.0,48.0,1.0,0.733020,0.439777,2,439000.0
51.472123,-0.1205184,1.0,2.0,98.0,1.0,1.097865,0.151182,1,438000.0
51.5356087,-0.1802242,2.0,3.0,198.0,3.0,0.682808,0.450671,4,4076000.0
51.4597191,0.0023833,1.0,1.0,48.0,1.0,1.274384,1.274384,0,423000.0
51.5982059,-0.0219249,1.0,3.0,86.0,1.0,1.724061,1.724061,0,630000.0
51.5311279,-0.0134334,2.0,1.0,46.0,1.0,0.321304,0.637791,3,391000.0
51.6336129,-0.0035646,2.0,3.0,137.0,2.0,0.944420,0.944420,1,846000.0
51.5639408,0.0026897,3.0,4.0,153.0,1.0,0.415891,0.415891,4,695000.0
51.4976408,-0.2454464,1.0,1.0,52.0,1.0,1.697541,0.308471,3,468000.0
51.4255937,0.0501016,1.0,3.0,80.0,1.0,2.853073,2.853073,0,439000.0
51.5724601,-0.0149601,2.0,3.0,138.0,2.0,0.572085,0.572085,1,690000.0
51.4798954,-0.2085969,1.0,2.0,72.0,1.0,1.215595,0.726985,2,678000.0
51.4642259,-0.015398,1.0,2.0,65.0,1.0,0.179027,0.179027,2,466000.0
51.5514963,-0.1201762,1.0,2.0,69.0,1.0,0.950028,0.347244,3,736000.0
51.5811052,-0.2001489,1.0,1.0,53.0,1.0,2.292987,1.051017,0,310000.0
51.45383,-0.2183395,2.0,3.0,104.0,1.0,3.432534,0.784569,1,673000.0
51.4655479,-0.2691635,2.0,5.0,142.0,1.0,1.695921,1.695921,0,1489000.0
51.5502619,-0.0686038,1.0,4.0,101.0,1.0,0.547325,0.547325,4,869000.0
51.4729736,-0.0107734,1.0,3.0,106.0,1.0,0.630839,0.630839,5,705000.0
51.5735187,-0.1257765,3.0,5.0,214.0,2.0,0.677932,0.677932,1,1782000.0
51.584334,-0.0789393,1.0,3.0,121.0,1.0,0.405201,0.405201,2,711000.0
51.5917798,0.0299863,1.0,2.0,55.0,1.0,2.280997,0.183476,1,389000.0
51.4338932,-0.093155,1.0,2.0,53.0,1.0,1.049963,1.049963,0,418000.0
51.6004413,-0.0708378,1.0,2.0,117.0,2.0,0.485122,0.485122,2,529000.0
51.5949198,-0.1461053,3.0,7.0,209.0,2.0,2.145818,1.544260,0,1559000.0
51.5348355,-0.0661708,1.0,2.0,58.0,1.0,0.681712,0.681712,2,462000.0
51.4378095,0.0632389,1.0,2.0,66.0,1.0,4.377841,4.377841,0,326000.0
51.5636205,-0.1108031,1.0,1.0,49.0,1.0,0.382300,0.382300,3,412000.0
51.4936307,-0.1726918,3.0,6.0,273.0,3.0,1.720275,0.056849,2,3689000.0
51.5737498,-0.0019446,2.0,3.0,114.0,2.0,0.608393,0.608393,2,777000.0
51.5001728,-0.2245007,2.0,5.0,219.0,1.0,0.779120,0.254770,3,2398000.0
51.601628,-0.1302226,1.0,2.0,85.0,2.0,1.653500,0.744598,1,666000.0
51.4567305,-0.2413006,1.0,3.0,79.0,1.0,3.781960,2.117281,0,383000.0
51.5501419,-0.1722014,1.0,2.0,100.0,1.0,0.682292,0.514811,5,1104000.0
51.5017908,0.116373,2.0,3.0,111.0,1.0,1.267939,1.267939,0,372000.0
51.4422459,-0.2064438,2.0,5.0,195.0,1.0,2.253395,0.314439,1,1354000.0
51.6063954,-0.1979688,1.0,2.0,61.0,1.0,3.626264,0.700299,3,467000.0
51.4728684,-0.1635856,3.0,5.0,194.0,2.0,1.007633,1.007633,0,2999000.0
51.466295,-0.0051324,1.0,4.0,281.0,3.0,0.595625,0.595625,2,2175000.0
51.4973882,-0.1051587,2.0,4.0,156.0,2.0,0.805958,0.415466,5,1539000.0
51.4909842,-0.0453829,1.0,2.0,63.0,1.0,0.309758,0.309758,2,335000.0
51.5039356,-0.2499019,2.0,2.0,120.0,2.0,1.057138,1.017460,0,1187000.0
51.4418097,-0.0227907,1.0,2.0,74.0,1.0,0.380716,1.772418,0,409000.0
51.4177637,-0.2388278,3.0,3.0,136.0,1.0,1.914739,1.914739,0,1543000.0
51.5912667,-0.1634123,1.0,4.0,206.0,3.0,2.901117,0.448130,1,1535000.0
51.5993772,-0.0024238,3.0,3.0,119.0,2.0,0.972035,0.972035,1,642000.0
51.4632097,-0.2386043,1.0,1.0,63.0,1.0,3.562050,1.963619,0,516000.0
51.4445803,-0.1471922,2.0,4.0,158.0,1.0,0.375514,0.375514,2,1387000.0
51.474216,-0.0609021,1.0,1.0,51.0,1.0,0.249601,0.249601,2,420000.0
51.512173,-0.1565577,8.0,8.0,89.0,4.0,0.515182,0.216321,2,2281000.0
51.5367457,-0.076227,1.0,1.0,54.0,1.0,0.204336,0.570022,1,424000.0
51.5909789,-0.2138301,3.0,5.0,269.0,3.0,2.112388,1.216561,0,1665000.0
51.4504535,-0.081858,1.0,3.0,170.0,2.0,1.444791,1.444791,0,1889000.0
51.4269389,-0.0342213,1.0,3.0,115.0,1.0,1.230951,1.273323,0,607000.0
51.5000684,-0.0133822,1.0,1.0,64.0,1.0,0.179489,0.479425,3,636000.0
51.4930571,-0.0684446,1.0,2.0,75.0,1.0,1.399016,0.633164,1,368000.0
51.4126989,-0.0734871,1.0,1.0,50.0,1.0,0.557345,0.557345,2,382000.0
51.4606621,0.0595622,1.0,2.0,87.0,2.0,3.351884,3.351884,0,665000.0
51.5184523,-0.0440189,1.0,2.0,54.0,1.0,0.713392,0.415010,2,480000.0
51.4929161,-0.099489,2.0,2.0,72.0,1.0,1.438448,0.246541,3,624000.0
51.5610715,-0.0604564,1.0,2.0,76.0,1.0,0.228538,0.228538,2,660000.0
51.5083284,0.0147514,1.0,1.0,62.0,1.0,0.289282,0.215926,5,386000.0
51.5743462,-0.2367934,1.0,1.0,65.0,1.0,0.664862,0.664862,1,311000.0
51.4247447,-0.0525405,1.0,3.0,164.0,2.0,0.343483,0.343483,2,838000.0
51.6001438,-0.0823011,1.0,2.0,97.0,1.0,0.937032,0.937032,1,504000.0
51.5315531,-0.0650701,1.0,1.0,37.0,1.0,0.537899,0.537899,3,432000.0
51.4087187,-0.0808154,1.0,1.0,47.0,1.0,1.148555,1.148555,0,327000.0
51.5425736,-0.0269375,1.0,1.0,50.0,1.0,0.170901,0.170901,1,463000.0
51.5138179,0.0062122,1.0,1.0,55.0,1.0,0.219294,0.219294,3,471000.0
51.4699687,-0.2636865,2.0,2.0,153.0,1.0,1.673403,1.673403,0,1625000.0
51.4962098,-0.1679641,2.0,1.0,94.0,1.0,1.745565,0.441647,3,1682000.0
51.4417548,0.0006048,1.0,3.0,115.0,2.0,1.692197,2.212555,0,799000.0
51.548176,-0.0850624,2.0,2.0,96.0,1.0,0.554441,0.554441,3,657000.0
51.4852457,0.0917247,2.0,3.0,97.0,1.0,0.664914,0.664914,1,472000.0
51.4995031,-0.3200929,1.0,2.0,83.0,2.0,1.559938,0.469352,3,697000.0
51.5854951,-0.0680641,3.0,3.0,140.0,2.0,0.534159,0.534159,4,754000.0
51.5536688,-0.0778214,2.0,4.0,178.0,3.0,0.614236,0.614236,2,1382000.0
51.4898854,0.0638467,1.0,2.0,85.0,1.0,0.360230,0.360230,2,464000.0
